,has_organizationID,has_name,has_description,has_addr:street,has_addr:housenumber,has_addr:postcode,has_municipality,has_fax,has_phone,has_email,has_website,has_socialNetwork,has_organizationType,has_category,has_hashtag,has_administrator,has_administratorRole,has_logo,has_foundationYear,has_administratorPhone,has_administratorAddress,has_fiscalCode
32,org_432,Associazione Dilettantistica Budo Kai Punto Zero,"Le discipline marziali praticate alla Budo Kai uniscono le moderne acquisizioni scientifiche sulla metodica di allenamento alla tradizione cino-giapponese:-Taijiquan: arte marziale cinese che si fonda sullo studio del movimento e della respirazione. Si pratica sia in forme che applicazioni.-Karate Shito Ryu: praticato come studio tradizionale e sportivo (kata, kumite).-Kendo: ""la via della spada"" è una scherma tradizionale giapponese molto dinamica con armatura e protezioni.-Iaido Katori Shinto Ryu: scuola di scherma giapponese.-Aikijujitsu: è un sistema di lotta corpo a corpo con protezioni e leve articolari.L'Associazione propone annualmente attività da settembre a giugno rivolte ad una fascia d'età a partire dai 6 anni ai 60 anni e oltre. Nel periodo estivo, tutti i giovedì di giugno e luglio, l'Associazione organizza un campus estivo ""Budo kamp"" rivolto a tutte le età.", Via di Briamasco,34,38122,Trento,,,,http://www.artimarzialitrento.it,,,"Sport
Arti marziali",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-dilettantistica-budo-kai-punto-zero2/7971113-2-ita-IT/Associazione-Dilettantistica-Budo-Kai-Punto-Zero.jpg,2008,,,
33,org_2065,Trentino Volley,"La società nasce nel maggio del 2000, sia come prima squadra nel massimo campionato di A1 Maschile per l'attività giovanile. In questi anni sono stati vinti per quanto riguarda la prima squadra: 4 Mondiali per club, 3 Champions League, 3 Scudetti, 3 Coppe Italia e 2 Supercoppe. A livello giovanile invece 1 Scudetto Under 20, 1 Scudetto Under 18, Scudetto U17, 2 Scudetti U16 e 1 Boy League. Attualmente la società è impegnata nel campionato di A1, B1, Serie C, 1^Divisione, U19, Under 17, Under 15, Under 14 e Under 13, Boy League.", Via Giovanni Battista Trener,2,38121,Trento,,,,http://www.trentinovolley.it,,,"Sport
Pallavolo",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/trentino-volley2/7971140-4-ita-IT/Trentino-Volley.png,2000,,,
34,org_76105,Famiglie per l'accoglienza -  Il Centuplo,"Associazione a sostegno di chi si apre alle diverse forme di accoglienza famigliare (accoglienze diurne, affidi, adozioni) attraverso una compagnia e reti di famiglie,  con giornate di convivenze, incontri pubblici a tema e occasioni di sostegno ed informazione specifiche.",,,38068,Rovereto,,0464 712175,famiglieperaccoglienzatrentino@gmail.com ,,,,"Volontariato e solidarietà
Assistenza",famiglia,,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/famiglie-per-l-accoglienza-il-centuplo/8293993-1-ita-IT/Famiglie-per-l-accoglienza-Il-Centuplo.jpg,2014,,,
35,org_71004,Associazione OttimaMente,OttimaMente,,,38068,Rovereto (TN),,392 310 22 71,info.ottimamente@gmail.com,,,,"Scienze sociali
Psicologia e pedagogia","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-ottimamente/8294091-2-ita-IT/Associazione-OttimaMente.png,2014,,,
36,org_7231,Fondazione Trentina per l'Autismo onlus,"Fondazione Trentino per l'Autismo Onlus è stata istituita a Taio (TN) il 10 settembre 2010 con l’obiettivo principale di finalità di solidarietà sociale.In questi tre primi anni di vita ha promosso e realizzato importanti iniziative territoriali volte a raccolta fondi per la realizzazione di attività a favore dei soggetti con autismo ma soprattutto iniziative volte a promuovere una sensibilizzazione ed informazione rispetto alla problematica dell’autismo. La Fondazione è riuscita, in così breve tempo, a creare ed implementare una rete territoriale (Provinciale ma non solo) garantendo e promuovendo la condivisione della mission della Fondazione stessa. Spesso interlocutori della rete non erano Enti o Associazioni appartenenti al welfare state, ma Enti e Aziende che, anche se non toccati direttamente dalla problematica, hanno creduto nelle azioni che la Fondazione stessa ha e sta promuovendo. La Fondazione rappresenta quindi uno strumento importante per la realizzazione di vari progetti il cui obiettivo ultimo è il miglioramento della qualità di vita dei soggetti coinvolti e delle loro famiglie.Nel dettaglio ogni attività promossa tiene conto degli obiettivi specifici che la caratterizzano e precisamente il migliorare costantemente la qualità di vita dei soggetti autistici attraverso una maggior soddisfazione dei loro bisogni, il costante sostegno alle famiglie che sia garante di un percorso definito, presente e futuro, condiviso e rassicurante per il proprio figlio, la ricerca scientifica ed il promuovere la Formazione.È stato creato a fine 2013 anche un comitato scientifico di Fondazione Trentina per l’Autismo Onlus che ha come obiettivo quello di mettere insieme le varie tessere del “puzzle” autismo, partendo da una formazione continua per creare una rete comune. Proponiamo, pertanto, una squadra di lavoro multidisciplinare, formata da figure altamente qualificate nelle singole discipline, che possa avere collegamenti con Centri Mondiali per l’Autismo per innovare la visione e creare un tavolo unico che coinvolga tutti gli attori del Territorio (organizzazioni, enti, istituzioni ecc..). Ed è proprio in quest’ultimo ambito che la Fondazione ha richiesto nel mese di gennaio 2014 l’accreditamento come Provider Ente ECM (Educazione Continua in Medicina). Questa scelta è nata in quanto nel nostro territorio è emerso un forte fabbisogno ed anche una grande voglia di conoscere e di gestire un soggetto con autismo.Questo servirà anche per preparare personale per gestire il Centro Sebastiano, il centro che sorgerà grazie al contributo che stanzia la Provincia di Trento, una struttura destinata alla residenzialità, riabilitazione, trattamento sociale e sanitario ed anche ricerca sull’autismo. Non si tratterà di intervenire solo sull’aspetto sanitario, socio-educativo, didattico ma si predisporrà un progetto di vita che veda coinvolti tutti gli ambiti entro i quali il ragazzo è inserito. Fondazione Trentino per l'Autismo cercherà di essere un punto di riferimento ma anche un osservatore attento che raccolga dati, informazioni, bisogni per formulare nel futuro programmi di intervento utili alla problematica dell’autismo.",,,38017,Mezzolombardo,0463 461799,0463 461700,info@fondazionetrentinaautismo.it,,,,"Volontariato e solidarietà
Assistenza","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/fondazione-trentina-per-l-autismo-onlus/8280014-2-ita-IT/Fondazione-Trentina-per-l-Autismo-onlus.jpg,nan,,,
37,org_87345,"Associazione Culturale Teatrale  ""Compagnia dei Giovani""","Un progetto ambizioso quanto stimolante quello della Compagnia dei Giovani: la formazione di una nuova realtà teatrale che produca spettacoli valorizzando giovani attori trentini con una solida formazione, affiancati da altri molto promettenti provenienti dai laboratori condotti sul territorio in questi anni. Tali propositi cominciano a concretizzarsi alla fine del 2008 con l’allestimento dello spettacolo in salsa comica Amlet (sulle disavventure di un regista e dei suoi attori alle prese con l’Amleto di W.Shakespeare) i cui ottimi riscontri hanno convinto a costituirsi formalmente in Associazione Culturale Teatrale nel 2009 con la produzione di Zorro – un eremita sul marciapiede (allestimento sulla marginalità dal romanzo di M.Mazzantini), mentre il musical Club Moulin Rouge (2010) ha segnato l’apertura ad una contaminazione virtuosa con altre arti (danza, canto e pittura). Tali scelte testuali delineano alcuni dei tratti distintivi della compagnia: ironia e sensibilizzazione sociale, filoni in cui si sono inseriti anche le produzioni più recenti del quinquennio 2011-2016: la dissacrante messinscena sulla precarietà lavorativa giovanile Comuni Mortali di T.Scarpa, il breve monologo Beatrice di S.Benni, la lettura-spettacolo Fratture di I.Amiel sul tema degli “scottati” dalla Shoa (realizzata per la giornata della Memoria), la spassosa versione gay di Indovina chi viene a cena! scritta da D.Conati, lo spettacolo grottesco Tango di S.Mrozek, centrato sul paradossale tentativo di un giovane in lotta contro la propria dissoluta e allargata famiglia per avere delle regole e dei valori, la commedia sull’imprescindibile bisogno d’affetto Terapia di gruppo, caratterizzata dal particolare umorismo di C.Durang,  la messinscena dai tratti assurdi sul senso della creazione artistica Sonno di E.Luttmann, giungendo infine ad un omaggio alla poliedrica forza della femminilità con una versione contemporanea de La Locandiera di C.Goldoni. Nonostante la sua recente storia la Compagnia in questo primo periodo di attività ha coinvolto più di sessanta giovani fra attori e collaboratori partecipando a numerose rassegne, concorsi nazionali e internazionali (Ucraina, Lettonia, Bulgaria, Germania, Canada, Francia) nei quali ha ottenuto premi e riconoscimenti sia individuali che collettivi.",,,38123,Trento,,347 4843099,compagniadeigiovani@gmail.com,http://www.uilt.it/compagnie/2495/COMPAGNIA_DEI_GIOVANI.html,,,Teatro,,,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-culturale-teatrale-compagnia-dei-giovani/8321036-5-ita-IT/Associazione-Culturale-Teatrale-Compagnia-dei-Giovani.jpg,2008,,,
38,org_58016,L’AltraStrada, L’AltraStrada,,,38121,Trento,0461236353,3479870970 ,laltrastrada@yahoo.it ,,,,"Volontariato e solidarietà
Assistenza",,Velentina Musumeci,Presidente,,2014,,,
39,org_899,Bellesini s.c.s.,"La società cooperativa sociale Bellesini si occupa di gestione  e supervisione pedagogico-educativa di nidi e servizi educativi 3-6 anni.Inoltre promuove, gestisce e realizza iniziative volte alla formazione, alla diffusione della cultura dell'infanzia, di supporto alla genitorialità, di conciliazione lavoro-famiglia-comunità in stretta collaborazione con le amministrazioni e gli enti che sul territorio si occupano di sviluppo infantile e benessere familiare.",,,38123,Trento,0461382616,0461930155,segreteria@bellesini.it,,,,"Scienze sociali
Formazione ed educazione
Volontariato e solidarietà
Formazione personale","famiglia,famiglie,genitori",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/bellesini-s.c.s/8126101-2-ita-IT/Bellesini-s.c.s.png,2008,,,
40,org_974,ASD CSI Trento Nuoto,"
L’avviamento al nuoto rappresenta un settore molto importante della società una delle principali finalità, infatti, è la diffusione del nuoto come attività di benessere psico – fisico completa e fruibile a tutte le età.
Nuotare, di per sé, può risultare uno sport piuttosto noioso se non viene esaltato al massimo l’innegabile benessere che si prova nel trovarsi immersi e nel poter gestire a proprio piacimento l’acqua.Obbiettivo della nostra Scuola Nuoto, pertanto, non è solo ""insegnare a nuotare"" (anche se i risultati vi sorprenderanno) ma è soprattutto quello di apprendere a ""stare dentro l'acqua"" ed interagire con essa con sempre maggiore autonomia permettendo al bambino di migliorare e crescere. Oltre a ciò la frequentazione dei nostri corsi favorisce la socializzazione, sia nei bambini che negli adulti. Frequentare le nostre attività non significa solo imparare a nuotare ma anche stare insieme, divertirsi e trascorrere un piacevole pomeriggio o serata in compagnia, tutti insieme, istruttore compreso", Via Antonio Fogazzaro,,38122,Trento,,,,http://www.csitrentonuoto.it,,,"Sport
Nuoto",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/asd-csi-trento-nuoto/8126365-3-ita-IT/ASD-CSI-Trento-Nuoto.png,2008,,,
41,org_19987,C.S.A. Cooperativa sociale autismo,"Cooperativa Sociale Autismo Trento, in sigla C.S.A. S.r.l., è la prima cooperativa trentina specifica per la patologia autistica e problematiche correlate. E’ composta da molte figure professionali , formate appositamente, ed in continua formazione. Le aree su cui abbiamo personale appositamente formato al nostro interno sono: Psicologia, Pedagogia, Logopedia, Neuropsicomotricità,  Educativa professionale, Educativa scolastica e Tecnica della riabilitazione psichiatrica.",,,38017,Mezzolombardo,,342 3017463,info@csaautismocoopsociale.it,,,,"Volontariato e solidarietà
Assistenza","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/c.s.a.-cooperativa-sociale-autismo/8389824-2-ita-IT/C.S.A.-Cooperativa-sociale-autismo.jpg,2014,,,
42,org_255,ARI - Associazione Radioamatori Italiani,"Via Enrico Conci, 86/A - 38123 Trento",,,38123,Trento,,,segreteria@aritn.it,http://www.aritn.it,,,"Intrattenimento - tempo libero
Scienza e tecnologie",,Nicola Fondriest,Presidente,/var/comunetn/storage/images/citta/servizi/associazioni/ari-associazione-radioamatori-italiani/5662402-2-ita-IT/ARI-Associazione-Radioamatori-Italiani.jpg,2008,,,
43,org_343,A.S.D. Sportivando,"Nel 1999 si costituisce l'Associazione Sportiva Sportivando, sulla base della condivisione delle sue finalità da parte di un gruppo di amici che diventerà il motore dell'Associazione.In collaborazione con il Comune di Caldonazzo nasce il primo centro estivo per bambini Sportivando. Nel frattempo si progettano le attività per la stagione invernale e si costituisce la prima Scuola Tennis di Sportivando.Negli anni le colonie estive si sono espanse creando più centri e i successi nel tennis sono stati diversi, i più recenti nel 2011 con la vittoria del campionato a squadre nella cat.D2 e con la vittoria del nostro Presidente nella master finale 28&deg; e nel 28&deg; grand prix nella cat. 4a.La disciplina praticata è il tennis. Dopo l'istituzione di alcuni corsi negli anni precedenti, ora l'attività viene per lo più svolta dai nostri associati con la partecipazione ai campionati a squadre.", Via Giuseppe Brunner,,38121,Trento,,,,http://www.sportivando.it,,,"Sport
Tennis e tennis tavolo",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-sportivando/5664103-2-ita-IT/A.S.D.-Sportivando.png,1999,,,
44,org_43679,AUSER - Associazione per l'Autogestione dei Servizi e la Solidarietà,Auser,,,38122,Trento,,0461391408,associazioneausertn@gmail.com,,,,"Volontariato e solidarietà
Assistenza",,,,/var/comunetn/storage/images/citta/servizi/associazioni/auser-associazione-per-l-autogestione-dei-servizi-e-la-solidarieta/5664964-2-ita-IT/AUSER-Associazione-per-l-Autogestione-dei-Servizi-e-la-Solidarieta.jpg,2008,,,
45,org_417,Baobab - Nuovo Oratorio Villazzano,"L'Associazione non ha fini di lucro e persegue finalità di solidarietà civile, culturale e sociale volte alla promozione dell'aggregazione, in particolare delle giovani generazioni,attraverso l'oratorio ed il circolo.",,,38123,Trento,0461 920293,0461 920293,baobab_nov@yahoo.it,,,,"Volontariato e solidarietà
Integrazione",oratorio;baobab,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/baobab-nuovo-oratorio-villazzano/5665468-3-ita-IT/Baobab-Nuovo-Oratorio-Villazzano.jpg,2017,,,
46,org_457,"Casa di Accoglienza alla Vita ""Padre Angelo"" - onlus","Attraverso servizi, principalmente residenziali, rivolti a donne italiane e donne straniere (in stato di gravidanza e/o con figli) che si trovano in un momento di difficoltà, si costruiscono percorsi individuali volti a favorire la maternità consapevole e responsabile, per una esperienza che valorizzi le loro competenze affettive, relazionali, di cura e tutela del proprio bambino, non trascurando la componente emotiva e culturale legata all'esperienza della maternità. ",,,38122,Trento,0461 925751,0461 925751,info@casapadreangelo.it,,,,"Volontariato e solidarietà
Assistenza","donne,donna,maternità,famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/casa-di-accoglienza-alla-vita-padre-angelo-onlus/5666098-3-ita-IT/Casa-di-Accoglienza-alla-Vita-Padre-Angelo-onlus.jpg,2008,,,
