,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE ACCESSIBILITA' 14
102,841,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,91.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,824,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA CHIESA,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,932,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,227.0,Profondità in cm.,257.0,Altezza wc in cm.,46.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,90.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SIGHELE,Distanza dall'ingresso in metri,12.0,,,Ingresso - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,Ingresso - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,118.0,Ingresso - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,97.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,150.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,,,,,,,
106,900,Percorribilita interna - rampa/scivolo,Esistenza [Si/No],Si,Pendenza in percentuale,7.8,Lunghezza in cm.,78.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,3.0,,,Ingresso - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Ingresso - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,120.0,Profondità in cm.,120.0,Ingresso - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,117.0,Altezza da terra pulsantiera interna in cm.,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,938,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,340.0,Profondità in cm.,172.0,Altezza wc in cm.,50.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,84.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,120.0,Forza necessaria per aprirla in kg.,1.5,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,89.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,8.0,,,,,,,,,,,,,,,,,
108,908,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,107.0,Profondità in cm.,150.0,Altezza wc in cm.,40.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,74.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,108.0,Forza necessaria per aprirla in kg.,1.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,65.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,70.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,229.0,Profondita in cm.,148.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,3.5,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,,,,,,,,,,,,,,,,,
109,878,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,170.0,Profondità in cm.,249.0,Altezza wc in cm.,48.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,102.0,Altezza da terra pulsantiera interna in cm.,129.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,103.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,130.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,83.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,137.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,70.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno - lavabo fisso,Percorribilita interna - ascensore
110,948,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],No,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,0.0,Altezza da terra pulsantiera interna in cm.,122.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,5.0,Lunghezza in cm.,2000.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,137.0,Profondita in cm.,149.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,230.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,138.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,140.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,184.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,90.0,Servizi igienici - bagno - lavabo fisso,Servizi igienici - bagno - campanello di chiamata
111,1471,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,90.0,,,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,79.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,90.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA DEI PORTICI,Distanza dall'ingresso in metri,20.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,5.0,Lunghezza in cm.,1600.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,90.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,80.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,180.0,Servizi igienici - antibagno ,
112,1100,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA PODESTA',Distanza dall'ingresso in metri,5.0,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,92.0,Forza necessaria per aprirla in kg.,2.5,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,82.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,303.0,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,121.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,160.0,Percorribilita interna - rampa/scivolo,Ingresso: campanello raggiungibile in sedia a rotelle
113,820,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,113.0,Altezza da terra pulsantiera interna in cm.,119.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,139.0,Profondita in cm.,152.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,1.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,50.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,822,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,192.0,Profondità in cm.,178.0,Altezza wc in cm.,48.0,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,101.0,Altezza da terra pulsantiera interna in cm.,141.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,140.0,Profondita in cm.,150.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,180.0,Distanza fra porta e controporta in cm.,0.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,89.0,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,72.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,166.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,Altezza maniglia da terra in cm.,0.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,89.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno attrezzato,Ingresso - campanello e/o citofono
115,872,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,96.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,123.0,Forza necessaria per aprirla in kg.,2.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,821,Sportello Bancomat,,,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,30.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,833,Sportello Bancomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1081,Ingresso - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Profondità in cm.,140.0,Apertura porta in cm.,80.0,Ingresso - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Ingresso - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,115.0,Altezza da terra pulsantiera interna in cm.,135.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,135.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,168.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,343.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIALE TRENTO,Distanza dall'ingresso in metri,20.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,85.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,112.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,110.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Servizi igienici - bagno - porta
119,855,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,818,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,177.0,Profondità in cm.,117.0,Altezza wc in cm.,40.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,100.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,92.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,485.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA PALESTRINA,Distanza dall'ingresso in metri,100.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,135.0,,,,,,,,,,,,
121,935,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,256.0,Profondità in cm.,181.0,Altezza wc in cm.,50.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],No,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,86.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,90.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,254.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,20.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,10.5,,,,,,,,,,,,
122,942,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,103.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,74.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,124.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,449.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZALE ORSI,Distanza dall'ingresso in metri,20.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,166.0,,
123,902,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.5,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,947,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,197.0,Profondità in cm.,156.0,Altezza wc in cm.,46.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,118.0,Altezza da terra pulsantiera interna in cm.,121.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,80.0,Profondita in cm.,118.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,196.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,4.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,84.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,84.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,195.0,Ingresso - rampa di accesso,Servizi igienici - bagno - lavabo fisso
